"","age","educ","black","married","nodegree","re74","re75","re78","hisp","sample","treat","educ_cat4"
"871",47,12,0,1,0,25862.32,25243.55,25564.67,1,2,0,2
"872",37,18,0,1,0,1763.34,25243.55,25564.67,0,2,0,4
"873",37,18,0,1,0,18926.52,17509.36,19226.7,0,2,0,4
"874",18,12,0,0,0,4604.277,6622.403,25564.67,0,2,0,2
"875",18,12,0,0,0,3197.523,7035.968,7419.665,0,2,0,2
"876",18,12,0,0,0,470.224,5218.791,14128.54,0,2,0,2
"877",18,12,0,0,0,8034.953,6762.048,16865.29,0,2,0,2
"878",18,12,0,0,0,5556.48,7417.307,25564.67,0,2,0,2
"879",22,12,1,0,0,19261.55,12063.19,25564.67,0,2,0,2
"880",18,10,0,0,1,711.2139,5682.484,4858.765,0,2,0,1
"881",53,13,0,1,0,0,7748.516,0,0,2,0,3
"882",53,11,0,1,1,0,0,0,0,2,0,1
"883",37,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"884",37,16,0,1,0,0,2685.484,1810.215,0,2,0,4
"885",53,12,0,1,0,10693.68,18658.74,15059.51,0,2,0,2
"886",50,11,0,1,1,23236.9,21958.31,20732.5,0,2,0,1
"887",50,11,0,1,1,0,0,0,0,2,0,1
"888",53,10,0,1,1,12100.43,11626.35,14772.83,0,2,0,1
"889",50,12,0,1,0,25862.32,22783.64,25564.67,0,2,0,2
"890",51,18,0,0,0,25109.96,25243.55,25564.67,0,2,0,4
"891",50,10,0,1,1,8103.527,24371.66,25564.67,0,2,0,1
"892",53,9,0,1,1,15536.99,15264.29,17345.55,0,2,0,1
"893",53,9,0,1,1,25862.32,19457.23,25564.67,0,2,0,1
"894",37,14,0,1,0,20586.02,20051.61,18176.04,0,2,0,3
"895",53,8,0,1,1,4190.872,1392.871,9098.362,0,2,0,1
"896",53,8,0,1,1,0,25243.55,16231.35,0,2,0,1
"897",53,8,0,1,1,20778.03,7752.097,14529.01,0,2,0,1
"898",37,13,0,1,0,7157.202,15378.87,20614.29,0,2,0,3
"899",51,16,0,0,0,25862.32,25243.55,25564.67,0,2,0,4
"900",50,8,0,1,1,20057.01,22819.45,25564.67,0,2,0,1
"901",47,4,0,1,1,12304.2,12278.03,16120.52,1,2,0,1
"902",53,7,0,1,1,22308.21,21521.47,10159.37,0,2,0,1
"903",37,12,0,1,0,16973.13,18916.55,0,0,2,0,2
"904",37,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"905",37,12,0,1,0,7956.583,25243.55,14459.55,0,2,0,2
"906",37,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"907",37,12,0,1,0,22619.73,21077.47,19964.09,0,2,0,2
"908",37,12,0,1,0,1726.114,0,0,0,2,0,2
"909",37,12,0,1,0,0,0,0,0,2,0,2
"910",37,12,0,1,0,0,0,0,0,2,0,2
"911",19,13,0,0,0,1326.424,1475.226,6117.788,0,2,0,3
"912",19,13,0,0,0,5264.55,4266.339,4628.24,0,2,0,3
"913",19,13,0,0,0,2217.89,3029.226,704.8755,0,2,0,3
"914",54,9,0,0,1,20501.77,18422.42,18416.91,0,2,0,1
"915",19,12,0,0,0,1242.175,365.2258,16059.93,0,2,0,2
"916",19,12,0,0,0,0,4554.581,16175.2,0,2,0,2
"917",19,12,0,0,0,4498.477,8403.774,990.0768,0,2,0,2
"918",19,12,0,0,0,1244.134,1459.113,14304.39,0,2,0,2
"919",19,12,0,0,0,2641.092,4448.952,10432.75,0,2,0,2
"920",42,18,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"921",37,8,0,1,1,21203.19,20187.68,20979.28,0,2,0,1
"922",44,12,0,0,0,10589.84,10432.21,11505.58,0,2,0,2
"923",51,12,0,0,0,25862.32,25243.55,0,0,2,0,2
"924",51,12,0,0,0,25862.32,23274.19,25564.67,0,2,0,2
"925",42,15,0,1,0,3136.786,3004.161,1251.634,0,2,0,3
"926",20,14,0,0,0,6867.23,4912.645,10713.52,0,2,0,3
"927",36,18,0,1,0,25862.32,16983,23052.54,0,2,0,4
"928",36,18,0,1,0,23742.39,25243.55,25564.67,0,2,0,4
"929",20,13,0,0,0,2051.352,3118.742,15856.01,0,2,0,3
"930",20,11,0,0,1,5601.544,6371.758,268.9462,0,2,0,1
"931",42,12,0,1,0,14032.27,12193.89,15644.69,0,2,0,2
"932",42,12,0,1,0,14700.38,13375.5,19248.87,0,2,0,2
"933",42,12,0,1,0,12813.6,12999.53,10228.82,0,2,0,2
"934",42,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"935",20,12,0,0,0,9261.454,11789.27,25239.57,0,2,0,2
"936",20,12,0,0,0,9578.855,15727.98,18666.64,0,2,0,2
"937",20,12,0,0,0,10139.21,7755.677,16343.66,0,2,0,2
"938",20,12,0,0,0,3728.485,0,0,0,2,0,2
"939",36,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"940",36,16,0,1,0,16894.76,16911.39,19290.24,0,2,0,4
"941",42,9,0,1,1,22966.53,18334.69,25564.67,0,2,0,1
"942",36,15,0,1,0,21069.96,0,2068.817,0,2,0,3
"943",21,15,0,0,0,5834.697,4488.339,0,0,2,0,3
"944",36,14,0,1,0,19159.67,15779.9,17233.25,0,2,0,3
"945",36,14,0,1,0,12888.06,25243.55,0,0,2,0,3
"946",34,12,1,1,0,8526.729,8230.113,7425.576,0,2,0,2
"947",21,14,0,0,0,2807.629,2035.597,15332.89,0,2,0,3
"948",46,12,0,1,0,25862.32,25243.55,17732.72,0,2,0,2
"949",46,12,0,1,0,15695.69,19541.37,1929.911,0,2,0,2
"950",46,10,0,1,1,22206.33,20871.58,25564.67,0,2,0,1
"951",42,6,0,1,1,18822.68,11117.9,19133.6,0,2,0,1
"952",36,12,0,1,0,0,0,0,0,2,0,2
"953",36,12,0,1,0,0,0,2365.84,0,2,0,2
"954",36,12,0,1,0,17829.33,16291.94,13447.31,0,2,0,2
"955",36,12,0,1,0,25435.2,24633.05,25564.67,0,2,0,2
"956",36,12,0,1,0,15805.41,25243.55,25564.67,0,2,0,2
"957",36,12,0,1,0,17298.37,9211.21,0,0,2,0,2
"958",36,12,0,1,0,25815.3,25243.55,25564.67,0,2,0,2
"959",36,12,0,1,0,25862.32,25243.55,25314.93,0,2,0,2
"960",36,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"961",21,12,0,0,0,12558.9,9418.887,25564.67,0,2,0,2
"962",21,12,0,0,0,22302.33,23845.31,13838.91,0,2,0,2
"963",21,12,0,0,0,13793.24,14161.45,18722.79,0,2,0,2
"964",22,16,0,0,0,6050.216,0,25545.46,0,2,0,4
"965",46,8,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"966",22,15,0,0,0,1477.287,17.90322,3877.554,0,2,0,3
"967",36,8,0,1,1,18848.15,18502.98,18041.56,0,2,0,1
"968",29,12,0,0,0,1516.473,6627.774,5848.842,0,2,0,2
"969",46,12,0,1,0,25862.32,25243.55,25564.67,1,2,0,2
"970",22,12,0,0,0,10683.88,11298.73,24793.3,0,2,0,2
"971",35,18,0,1,0,0,0,0,0,2,0,4
"972",23,15,0,0,0,8132.917,6362.807,23835.73,0,2,0,3
"973",35,17,0,1,0,20151.06,18852.1,19173.5,0,2,0,4
"974",23,14,0,0,0,18454.33,19208.37,23293.4,0,2,0,3
"975",28,12,0,0,0,25525.33,25243.55,25564.67,0,2,0,2
"976",35,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"977",22,15,0,0,0,2133.642,5875.839,3963.263,1,2,0,3
"978",35,15,0,1,0,7960.501,10654.21,25564.67,0,2,0,3
"979",23,12,0,0,0,14565.19,14576.81,13924.62,0,2,0,2
"980",55,8,0,1,1,22915.58,25243.55,1306.31,0,2,0,1
"981",41,16,0,1,0,4951.067,5510.613,5841.453,0,2,0,4
"982",35,14,0,1,0,22829.38,20887.69,24394.31,0,2,0,3
"983",47,12,0,0,0,22776.48,23129.18,21896.95,0,2,0,2
"984",24,12,0,0,0,13513.06,4869.677,11580.94,0,2,0,2
"985",35,13,0,1,0,7268.88,6001.161,6958.614,0,2,0,3
"986",35,13,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"987",49,11,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"988",48,15,1,1,0,22782.35,18576.39,20676.35,0,2,0,3
"989",35,12,0,1,0,1469.45,2719.5,0,0,2,0,2
"990",49,12,0,1,0,11161.94,8650.839,11189.35,0,2,0,2
"991",35,10,0,1,1,14684.71,13636.89,17587.9,0,2,0,1
"992",35,12,0,1,0,25862.32,20633.47,25564.67,0,2,0,2
"993",35,12,0,1,0,25862.32,24706.45,25564.67,0,2,0,2
"994",35,12,0,1,0,22625.61,16318.79,22081.67,0,2,0,2
"995",35,12,0,1,0,23726.72,22715.61,25564.67,0,2,0,2
"996",35,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"997",35,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"998",35,12,0,1,0,23315.28,20205.58,21698.94,0,2,0,2
"999",35,12,0,1,0,23401.48,19992.53,24579.03,0,2,0,2
"1000",35,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1001",35,10,0,1,1,20039.38,20653.16,5912.384,0,2,0,1
"1002",49,10,0,1,1,22043.71,18338.27,23089.48,0,2,0,1
"1003",35,9,0,1,1,20272.53,7123.693,6136.999,0,2,0,1
"1004",50,18,0,0,0,8127.039,7408.355,5537.042,0,2,0,4
"1005",52,11,0,1,1,18089.91,7778.952,0,0,2,0,1
"1006",41,12,0,1,0,18389.68,21507.14,0,0,2,0,2
"1007",41,12,0,1,0,8634.489,10747.31,47.28725,0,2,0,2
"1008",41,12,0,1,0,0,0,0,0,2,0,2
"1009",52,11,0,1,1,3387.572,828.9194,7902.882,0,2,0,1
"1010",49,8,0,1,1,9169.368,9130.646,9018.565,0,2,0,1
"1011",49,8,0,1,1,25862.32,21235.02,25564.67,0,2,0,1
"1012",52,12,0,1,0,14571.07,13832.03,15140.79,0,2,0,2
"1013",52,10,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1014",45,18,0,1,0,3644.236,5209.839,0,0,2,0,4
"1015",34,18,0,1,0,16843.82,18388.4,19288.77,0,2,0,4
"1016",52,9,0,1,1,13801.08,13688.81,0,0,2,0,1
"1017",55,7,0,1,1,0,0,0,1,2,0,1
"1018",34,17,0,1,0,20995.5,23005.64,23993.85,0,2,0,4
"1019",52,8,0,1,1,15074.6,11898.48,21926.51,0,2,0,1
"1020",52,8,0,1,1,11792.83,11019.44,14053.18,0,2,0,1
"1021",41,7,0,1,1,8397.418,0,0,0,2,0,1
"1022",34,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1023",34,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1024",34,16,0,1,0,7349.21,18093,22553.06,0,2,0,4
"1025",34,16,0,1,0,25862.32,22545.53,25564.67,0,2,0,4
"1026",53,12,0,0,0,24255.72,25243.55,20187.22,0,2,0,2
"1027",34,15,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1028",52,6,0,1,1,12942.92,11404.35,0,0,2,0,1
"1029",52,11,0,1,1,16745.85,16920.34,19913.84,1,2,0,1
"1030",50,12,0,0,0,0,0,19231.13,0,2,0,2
"1031",50,12,0,0,0,18828.55,15948.19,12217.84,0,2,0,2
"1032",52,5,0,1,1,9717.963,0,3259.865,0,2,0,1
"1033",34,14,0,1,0,8513.015,20388.19,25564.67,0,2,0,3
"1034",53,9,0,0,1,25862.32,25243.55,25564.67,0,2,0,1
"1035",34,13,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1036",34,13,0,1,0,15997.41,17842.36,21725.54,0,2,0,3
"1037",45,11,0,1,1,25862.32,25243.55,0,0,2,0,1
"1038",34,11,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1039",45,12,0,1,0,14008.76,15296.52,18202.64,0,2,0,2
"1040",45,12,0,1,0,10560.45,11606.66,12723.23,0,2,0,2
"1041",45,12,0,1,0,18109.5,7306.307,21329.51,0,2,0,2
"1042",34,12,0,1,0,8091.772,3301.355,4620.851,0,2,0,2
"1043",34,12,0,1,0,18509.19,17187.1,25564.67,0,2,0,2
"1044",34,12,0,1,0,15627.11,0,25564.67,0,2,0,2
"1045",34,12,0,1,0,23358.38,20517.1,21220.15,0,2,0,2
"1046",34,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1047",34,12,0,1,0,9208.554,16315.21,0,0,2,0,2
"1048",34,12,0,1,0,14255.62,15949.98,21013.27,0,2,0,2
"1049",34,12,0,1,0,25862.32,23489.03,10219.96,0,2,0,2
"1050",34,12,0,1,0,23195.76,21945.77,25564.67,0,2,0,2
"1051",34,12,0,1,0,13487.59,13339.69,4700.648,0,2,0,2
"1052",52,3,0,1,1,20070.73,22880.32,25564.67,0,2,0,1
"1053",49,5,0,1,1,9208.554,5225.952,14771.35,1,2,0,1
"1054",34,9,0,1,1,10444.85,25243.55,24573.12,0,2,0,1
"1055",45,8,0,1,1,0,0,7063.533,0,2,0,1
"1056",45,7,0,1,1,25409.73,25243.55,25564.67,0,2,0,1
"1057",33,18,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1058",40,17,0,1,0,23138.94,24670.64,9150.083,0,2,0,4
"1059",33,17,0,1,0,25862.32,25243.55,1847.158,0,2,0,4
"1060",33,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1061",33,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1062",33,16,0,1,0,22774.52,22982.37,12306.51,0,2,0,4
"1063",45,12,0,1,0,20474.34,19779.48,2738.227,1,2,0,2
"1064",33,15,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1065",33,14,0,1,0,5299.817,25243.55,25564.67,0,2,0,3
"1066",33,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1067",33,14,0,1,0,25862.32,23721.77,25564.67,0,2,0,3
"1068",45,8,0,1,1,19637.73,18386.61,25499.65,1,2,0,1
"1069",40,11,0,1,1,24087.23,23589.29,22749.6,0,2,0,1
"1070",33,13,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1071",33,11,0,1,1,2725.34,2236.113,10732.73,0,2,0,1
"1072",40,12,0,1,0,0,0,1261.979,0,2,0,2
"1073",40,12,0,1,0,23209.47,25243.55,22542.72,0,2,0,2
"1074",40,12,0,1,0,18475.89,17688.39,15752.57,0,2,0,2
"1075",40,10,0,1,1,24549.61,20203.79,23546.1,0,2,0,1
"1076",33,12,0,1,0,7025.931,9114.532,9187.026,0,2,0,2
"1077",33,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1078",33,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1079",33,12,0,1,0,23401.48,25243.55,25564.67,0,2,0,2
"1080",33,12,0,1,0,19884.6,20529.63,22191.02,0,2,0,2
"1081",33,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1082",33,12,0,1,0,25617.41,25243.55,25564.67,0,2,0,2
"1083",33,12,0,1,0,21404.99,16759.21,16336.27,0,2,0,2
"1084",33,12,0,1,0,0,0,25564.67,0,2,0,2
"1085",33,12,0,1,0,25862.32,25243.55,13355.69,0,2,0,2
"1086",40,9,0,1,1,25862.32,19245.97,23453,0,2,0,1
"1087",32,18,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1088",32,18,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1089",40,8,0,1,1,12919.41,4679.903,18136.14,0,2,0,1
"1090",33,8,0,1,1,25862.32,22382.61,25564.67,0,2,0,1
"1091",32,17,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1092",32,16,0,1,0,25862.32,8593.549,13578.83,0,2,0,4
"1093",32,16,0,1,0,18144.77,20363.13,25564.67,0,2,0,4
"1094",32,16,0,1,0,25862.32,25243.55,0,0,2,0,4
"1095",33,13,0,1,0,0,0,13301.02,1,2,0,3
"1096",40,10,0,1,1,12946.83,5763.048,18131.71,1,2,0,1
"1097",48,11,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1098",48,11,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1099",32,14,0,1,0,25053.14,25243.55,25564.67,0,2,0,3
"1100",32,14,0,1,0,24314.5,24663.48,25564.67,0,2,0,3
"1101",32,14,0,1,0,25862.32,25243.55,8884.092,0,2,0,3
"1102",48,12,0,1,0,0,0,1491.026,0,2,0,2
"1103",32,13,0,1,0,14106.72,12890.32,14718.16,0,2,0,3
"1104",32,13,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1105",32,11,0,1,1,18613.04,7483.548,14796.48,0,2,0,1
"1106",43,13,1,1,0,20002.15,10093.84,19959.65,0,2,0,3
"1107",48,9,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1108",32,12,0,1,0,1526.269,14451.48,0,0,2,0,2
"1109",32,12,0,1,0,0,0,0,0,2,0,2
"1110",32,12,0,1,0,18611.08,17869.21,18187.86,0,2,0,2
"1111",32,12,0,1,0,1338.179,2227.161,799.4501,0,2,0,2
"1112",32,12,0,1,0,1737.87,707.1774,1171.837,0,2,0,2
"1113",32,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1114",32,12,0,1,0,19678.88,19707.87,23389.46,0,2,0,2
"1115",32,12,0,1,0,16158.07,4706.758,12204.54,0,2,0,2
"1116",32,12,0,1,0,25660.52,25243.55,25564.67,0,2,0,2
"1117",32,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1118",32,12,0,1,0,17517.8,11578.02,14542.31,0,2,0,2
"1119",32,12,0,1,0,21056.24,9583.597,25564.67,0,2,0,2
"1120",32,12,0,1,0,18056.6,16003.69,18520.35,0,2,0,2
"1121",32,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1122",32,10,0,1,1,20915.17,11150.13,13787.19,0,2,0,1
"1123",31,18,0,1,0,16263.87,17455.64,20283.28,0,2,0,4
"1124",48,8,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1125",49,18,0,0,0,13722.71,13719.24,16984.99,0,2,0,4
"1126",31,17,0,1,0,19984.52,21999.48,25564.67,0,2,0,4
"1127",31,17,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1128",48,7,0,1,1,5734.774,3419.516,8594.458,0,2,0,1
"1129",55,12,0,0,0,25862.32,25243.55,23454.48,0,2,0,2
"1130",31,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1131",31,16,0,1,0,9331.987,2365.016,0,0,2,0,4
"1132",31,16,0,1,0,22351.32,21177.73,23241.68,0,2,0,4
"1133",44,11,0,1,1,5174.424,2866.306,13468,0,2,0,1
"1134",39,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1135",31,15,0,1,0,14561.27,5465.855,19073.02,0,2,0,3
"1136",51,11,0,1,1,21802.72,21165.19,23411.62,0,2,0,1
"1137",44,12,0,1,0,6208.917,25243.55,25564.67,0,2,0,2
"1138",44,12,0,1,0,21224.74,20239.6,21898.43,0,2,0,2
"1139",44,10,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1140",53,16,1,1,0,2566.639,4031.806,2782.559,0,2,0,4
"1141",31,14,0,1,0,25862.32,14270.66,2402.783,0,2,0,3
"1142",31,14,0,1,0,16177.67,25243.55,13119.26,0,2,0,3
"1143",31,14,0,1,0,25862.32,25243.55,3143.125,0,2,0,3
"1144",51,10,0,1,1,25862.32,19741.89,25564.67,0,2,0,1
"1145",51,10,0,1,1,10730.9,10734.77,23253.51,0,2,0,1
"1146",49,14,0,0,0,23707.13,19267.45,20890.62,0,2,0,3
"1147",31,13,0,1,0,21963.38,19856.47,0,0,2,0,3
"1148",31,13,0,1,0,20858.35,19881.53,23915.53,0,2,0,3
"1149",44,8,0,1,1,18742.35,22525.84,23040.71,0,2,0,1
"1150",44,8,0,1,1,18328.94,3029.226,6029.125,0,2,0,1
"1151",44,8,0,1,1,25862.32,17681.23,20612.81,0,2,0,1
"1152",30,18,0,1,0,25862.32,25243.55,21772.82,0,2,0,4
"1153",31,12,0,1,0,22778.44,22821.24,24284.96,0,2,0,2
"1154",31,12,0,1,0,4040.008,6695.807,5930.117,0,2,0,2
"1155",31,12,0,1,0,20392.05,21752.42,21894,0,2,0,2
"1156",31,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1157",31,12,0,1,0,10658.41,10741.94,10018.99,0,2,0,2
"1158",31,12,0,1,0,21152.24,20676.44,20389.67,0,2,0,2
"1159",31,12,0,1,0,0,0,0,0,2,0,2
"1160",31,12,0,1,0,18973.54,19425,0,0,2,0,2
"1161",31,12,0,1,0,25862.32,25243.55,0,0,2,0,2
"1162",31,12,0,1,0,20785.86,20056.98,0,0,2,0,2
"1163",31,12,0,1,0,21669.49,20961.1,25227.75,0,2,0,2
"1164",31,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1165",31,12,0,1,0,24569.21,25243.55,25564.67,0,2,0,2
"1166",51,8,0,1,1,15393.96,9062.613,14109.33,0,2,0,1
"1167",39,12,0,1,0,11404.89,22149.87,11796.69,0,2,0,2
"1168",39,10,0,1,1,0,2886,18761.22,0,2,0,1
"1169",39,12,0,1,0,6918.171,5276.081,3076.627,0,2,0,2
"1170",44,14,0,1,0,25862.32,25243.55,25564.67,1,2,0,3
"1171",51,7,0,1,1,24420.3,1369.597,0,0,2,0,1
"1172",30,16,0,1,0,21224.74,25243.55,25564.67,0,2,0,4
"1173",30,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1174",30,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1175",39,9,0,1,1,25862.32,24443.27,0,0,2,0,1
"1176",20,12,0,1,0,10803.4,12039.92,14135.93,0,2,0,2
"1177",39,8,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1178",53,9,1,1,1,0,0,0,0,2,0,1
"1179",54,6,0,1,1,1383.242,5084.516,2036.307,1,2,0,1
"1180",30,14,0,1,0,17533.48,18381.24,21149.22,0,2,0,3
"1181",30,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1182",16,10,0,0,1,0,603.3387,4826.255,0,2,0,1
"1183",29,18,0,1,0,25862.32,25243.55,0,0,2,0,4
"1184",29,18,0,1,0,21600.92,21886.69,25564.67,0,2,0,4
"1185",29,18,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1186",16,10,0,0,1,793.5031,80.56451,21063.51,0,2,0,1
"1187",16,10,0,0,1,0,0,8733.364,0,2,0,1
"1188",30,13,0,1,0,18397.52,17070.73,21599.93,0,2,0,3
"1189",30,13,0,1,0,14537.76,15097.79,22776.2,0,2,0,3
"1190",39,6,0,1,1,16538.17,2450.952,25564.67,0,2,0,1
"1191",29,17,0,1,0,0,553.2097,0,0,2,0,4
"1192",16,9,0,0,1,0,832.5,7697.478,0,2,0,1
"1193",16,9,0,0,1,0,293.6129,1799.871,0,2,0,1
"1194",30,12,0,1,0,8207.368,3806.226,2942.154,0,2,0,2
"1195",30,12,0,1,0,0,0,0,0,2,0,2
"1196",30,12,0,1,0,13166.27,12174.19,14620.63,0,2,0,2
"1197",30,12,0,1,0,25862.32,23431.74,25564.67,0,2,0,2
"1198",30,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1199",30,12,0,1,0,21416.75,19362.34,22514.64,0,2,0,2
"1200",30,12,0,1,0,25862.32,17563.06,25564.67,0,2,0,2
"1201",30,12,0,1,0,18172.2,16605.24,18354.84,0,2,0,2
"1202",30,12,0,1,0,24191.07,25243.55,23451.52,0,2,0,2
"1203",29,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1204",29,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1205",29,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1206",29,16,0,1,0,24900.32,25243.55,25564.67,0,2,0,4
"1207",16,8,0,0,1,0,0,4795.223,0,2,0,1
"1208",29,15,0,1,0,25057.06,25243.55,24081.03,0,2,0,3
"1209",22,16,0,1,0,2453.002,5587.597,25564.67,0,2,0,4
"1210",28,18,0,1,0,9819.845,22402.31,25564.67,0,2,0,4
"1211",29,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1212",29,14,0,1,0,0,1895.952,7217.217,0,2,0,3
"1213",28,17,0,1,0,19075.42,22515.1,25564.67,0,2,0,4
"1214",45,13,0,0,0,21943.79,22323.53,22703.79,0,2,0,3
"1215",29,13,0,1,0,25862.32,22806.92,24527.31,0,2,0,3
"1216",29,13,0,1,0,25862.32,8013.484,25564.67,0,2,0,3
"1217",52,12,0,1,0,22574.67,19405.31,25564.67,0,2,0,2
"1218",28,16,0,1,0,15051.09,25243.55,25564.67,0,2,0,4
"1219",28,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1220",28,16,0,1,0,14962.92,14471.18,0,0,2,0,4
"1221",28,16,0,1,0,11363.75,10706.13,0,0,2,0,4
"1222",45,12,0,0,0,6191.283,5106,5031.659,0,2,0,2
"1223",29,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1224",29,12,0,1,0,14122.4,14868.63,4040.104,0,2,0,2
"1225",29,12,0,1,0,9753.23,6851.564,12981.83,0,2,0,2
"1226",29,12,0,1,0,14261.5,15038.71,21827.5,0,2,0,2
"1227",29,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1228",29,12,0,1,0,0,0,0,0,2,0,2
"1229",29,12,0,1,0,21122.86,21134.76,25564.67,0,2,0,2
"1230",29,12,0,1,0,18350.49,18878.95,21131.49,0,2,0,2
"1231",29,12,0,1,0,22270.99,22062.14,10420.93,0,2,0,2
"1232",29,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1233",29,12,0,1,0,7186.591,24400.31,25564.67,0,2,0,2
"1234",29,12,0,1,0,17989.99,18633.68,17611.54,0,2,0,2
"1235",29,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1236",29,12,0,1,0,21861.5,21849.1,25564.67,0,2,0,2
"1237",29,12,0,1,0,24925.79,23428.16,25564.67,0,2,0,2
"1238",28,15,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1239",28,15,0,1,0,23705.17,24108.48,25564.67,0,2,0,3
"1240",38,16,0,1,0,16116.93,19351.6,19019.82,0,2,0,4
"1241",51,2,0,1,1,23266.29,25243.55,14777.27,1,2,0,1
"1242",22,12,0,1,0,16303.06,18032.13,8847.149,0,2,0,2
"1243",28,14,0,1,0,513.3279,0,1499.892,0,2,0,3
"1244",28,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1245",28,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1246",38,15,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1247",27,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1248",27,16,0,1,0,23569.98,20694.34,25564.67,0,2,0,4
"1249",27,16,0,1,0,8628.611,14687.81,25564.67,0,2,0,4
"1250",27,16,0,1,0,19808.19,20628.1,25564.67,0,2,0,4
"1251",38,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1252",28,13,0,1,0,21183.59,20633.47,806.8387,0,2,0,3
"1253",28,13,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1254",42,12,1,1,0,22694.19,13953.77,25010.52,0,2,0,2
"1255",17,11,0,0,1,1408.713,46.54839,8139.318,0,2,0,1
"1256",17,11,0,0,1,2413.817,578.2742,13015.82,0,2,0,1
"1257",17,11,0,0,1,8877.438,3435.629,594.0461,0,2,0,1
"1258",27,15,0,1,0,21246.29,21714.82,0,0,2,0,3
"1259",27,15,0,1,0,14281.1,24901.6,25564.67,0,2,0,3
